Ensembl_human_genes,Chromosome,Startsite,Strand,Band,Symbol,EntrezGene,Unigene,Tissue_number,Tissues,Max_tissue
ENSG00000015285,X,48676596,1,p11.23,WAS,7454,Hs.2157,5,/appendices/bonemarrow/lymphnode/spleen/tonsil,appendices
ENSG00000125084,12,48978453,1,q13.12,WNT1,7471,Hs.248164,5,/appendices/brain/smallintestine/spleen/testis,appendices
ENSG00000267812,,,,,,,,5,/appendices/esophagus/rectum/testis/tonsil,appendices
ENSG00000187951,15,30658717,1,q13.2,AC091057.1,100288637,Hs.668950,1,/bonemarrow,bonemarrow
ENSG00000269506,4,54059597,1,q12,AC110792.2,,,1,/bonemarrow,bonemarrow
ENSG00000268218,16,89268104,1,q24.3,AC137932.3,,,1,/bonemarrow,bonemarrow
ENSG00000135049,9,85546539,-1,q21.33,AGTPBP1,23287,Hs.719980,1,/bonemarrow,bonemarrow
ENSG00000259529,14,24151218,1,q12,AL136295.5,,,1,/bonemarrow,bonemarrow
ENSG00000116337,1,109616104,1,p13.3,AMPD2,271,Hs.82927,1,/bonemarrow,bonemarrow
ENSG00000133805,11,10308313,1,p15.4,AMPD3,272,Hs.501890,1,/bonemarrow,bonemarrow
ENSG00000172932,11,67288547,1,q13.2,ANKRD13D,338692,Hs.438673,1,/bonemarrow,bonemarrow
ENSG00000206560,3,15667236,-1,p25.1,ANKRD28,23243,Hs.335239,1,/bonemarrow,bonemarrow
ENSG00000179038,11,67195569,-1,q13.2,AP001885.1,,,1,/bonemarrow,bonemarrow
ENSG00000254470,11,65775893,-1,q13.1,AP5B1,91056,Hs.591957,1,/bonemarrow,bonemarrow
ENSG00000141480,17,4710489,1,p13.2,ARRB2,409,Hs.435811,1,/bonemarrow,bonemarrow
ENSG00000176208,17,30831970,1,q11.2,ATAD5,79915,Hs.528902,1,/bonemarrow,bonemarrow
ENSG00000110046,11,64894546,-1,q13.1,ATG2A,23130,Hs.370671,1,/bonemarrow,bonemarrow
ENSG00000167995,11,61949821,1,q12.3,BEST1,7439,Hs.712676,1,/bonemarrow,bonemarrow
ENSG00000015475,22,17734138,-1,q11.21,BID,637,Hs.591054,1,/bonemarrow,bonemarrow
ENSG00000090013,19,40447765,-1,q13.2,BLVRB,645,Hs.515785,1,/bonemarrow,bonemarrow
ENSG00000139618,13,32315474,1,q13.1,BRCA2,675,Hs.34012,1,/bonemarrow,bonemarrow
ENSG00000176659,20,60055925,1,q13.33,C20orf197,284756,Hs.671658,1,/bonemarrow,bonemarrow
ENSG00000224186,5,135033280,1,q31.1,C5orf66,100996485,,1,/bonemarrow,bonemarrow
ENSG00000064012,2,201233443,1,q33.1,CASP8,841,Hs.599762,1,/bonemarrow,bonemarrow
ENSG00000141582,17,79833156,-1,q25.3,CBX4,8535,Hs.405046,1,/bonemarrow,bonemarrow
ENSG00000163660,3,157146508,-1,q25.31,CCNL1,57018,Hs.4859,1,/bonemarrow,bonemarrow
ENSG00000102543,13,49247925,1,q14.2,CDADC1,81602,Hs.388220,1,/bonemarrow,bonemarrow
ENSG00000170779,14,105009573,-1,q32.33,CDCA4,55038,Hs.34045,1,/bonemarrow,bonemarrow
ENSG00000203760,6,126340174,1,q22.32,CENPW,387103,Hs.486401,1,/bonemarrow,bonemarrow
ENSG00000153922,5,98853985,-1,q21.1,CHD1,1105,Hs.643465,1,/bonemarrow,bonemarrow
ENSG00000171310,12,104455295,1,q23.3,CHST11,50515,Hs.17569,1,/bonemarrow,bonemarrow
ENSG00000127586,16,788046,1,p13.3,CHTF18,63922,Hs.153850,1,/bonemarrow,bonemarrow
ENSG00000136108,13,52455429,1,q14.3,CKAP2,26586,Hs.594461,1,/bonemarrow,bonemarrow
ENSG00000105472,19,50723329,1,q13.33,CLEC11A,6320,Hs.512680,1,/bonemarrow,bonemarrow
ENSG00000262246,16,4354542,-1,p13.3,CORO7,79585,Hs.739021,1,/bonemarrow,bonemarrow
ENSG00000169826,10,43138486,1,q11.21,CSGALCT2,55454,Hs.744559,1,/bonemarrow,bonemarrow
ENSG00000144655,3,39141855,-1,p22.2,CSRNP1,64651,Hs.370950,1,/bonemarrow,bonemarrow
ENSG00000123136,19,14408819,-1,p13.12,DDX39A,10212,Hs.311609,1,/bonemarrow,bonemarrow
ENSG00000105339,8,141117278,1,q24.3,DENND3,22898,Hs.714882,1,/bonemarrow,bonemarrow
ENSG00000167536,17,28897781,-1,q11.2,DHRS13,147015,Hs.631760,1,/bonemarrow,bonemarrow
ENSG00000130816,19,10133345,-1,p13.2,DNMT1,1786,Hs.202672,1,/bonemarrow,bonemarrow
ENSG00000101412,20,33675683,-1,q11.22,E2F1,1869,Hs.654393,1,/bonemarrow,bonemarrow
ENSG00000255423,3,73061659,1,p13,EBLN2,55096,Hs.658858,1,/bonemarrow,bonemarrow
ENSG00000120616,10,32267751,-1,p11.22,EPC1,80314,Hs.167805,1,/bonemarrow,bonemarrow
ENSG00000181544,X,14835961,-1,p22.2,FANCB,2187,Hs.554740,1,/bonemarrow,bonemarrow
ENSG00000144554,3,10026414,1,p25.3,FANCD2,2177,Hs.208388,1,/bonemarrow,bonemarrow
ENSG00000112029,6,152970519,-1,q25.2,FBXO5,26271,Hs.713801,1,/bonemarrow,bonemarrow
ENSG00000066926,18,57548283,-1,q21.31,FECH,2235,Hs.365365,1,/bonemarrow,bonemarrow
ENSG00000196371,11,94543840,1,q21,FUT4,2526,Hs.572064,1,/bonemarrow,bonemarrow
ENSG00000115271,2,162318840,1,q24.2,GCA,25801,Hs.377894,1,/bonemarrow,bonemarrow
ENSG00000124091,20,56491492,-1,q13.31,GCNT7,140687,Hs.655916,1,/bonemarrow,bonemarrow
ENSG00000187037,7,37683796,1,p14.1,GPR141,353345,Hs.688230,1,/bonemarrow,bonemarrow
ENSG00000161835,12,52006940,1,q13.13,GRASP,160622,Hs.407202,1,/bonemarrow,bonemarrow
ENSG00000173020,11,67266410,1,q13.2,GRK2,156,Hs.83636,1,/bonemarrow,bonemarrow
ENSG00000198055,5,177403204,1,q35.3,GRK6,2870,Hs.235116,1,/bonemarrow,bonemarrow
ENSG00000136732,2,126655933,1,q14.3,GYPC,2995,Hs.59138,1,/bonemarrow,bonemarrow
ENSG00000184897,3,129314771,-1,q21.3,H1FX,8971,Hs.75307,1,/bonemarrow,bonemarrow
ENSG00000127311,12,66302545,1,q14.3,HELB,92797,Hs.505941,1,/bonemarrow,bonemarrow
ENSG00000100644,14,61695513,1,q23.2,HIF1A,3091,Hs.719495,1,/bonemarrow,bonemarrow
ENSG00000185130,6,27807444,-1,p22.1,HIST1H2BL,8340,Hs.137594,1,/bonemarrow,bonemarrow
ENSG00000197061,6,26103876,1,p22.2,HIST1H4C,8364,Hs.46423,1,/bonemarrow,bonemarrow
ENSG00000197238,6,27824108,1,p22.1,HIST1H4J,8363,Hs.278483,1,/bonemarrow,bonemarrow
ENSG00000256269,11,119084866,1,q23.3,HMBS,3145,Hs.82609,1,/bonemarrow,bonemarrow
ENSG00000006652,7,112422968,1,q31.1,IFRD1,3475,Hs.744747,1,/bonemarrow,bonemarrow
ENSG00000071243,7,120950749,1,q31.31,ING3,54556,Hs.489811,1,/bonemarrow,bonemarrow
ENSG00000090376,12,66188879,1,q14.3,IRAK3,11213,Hs.369265,1,/bonemarrow,bonemarrow
ENSG00000168264,1,234604269,-1,q42.3,IRF2BP2,359948,Hs.350268,1,/bonemarrow,bonemarrow
ENSG00000185950,13,109752698,-1,q34,IRS2,8660,Hs.442344,1,/bonemarrow,bonemarrow
ENSG00000148841,10,104309698,-1,q25.1,ITPRIP,85450,Hs.745171,1,/bonemarrow,bonemarrow
ENSG00000116679,1,185296388,-1,q25.3,IVNS1ABP,10625,Hs.662668,1,/bonemarrow,bonemarrow
ENSG00000008083,6,15246296,1,p22.3,JARID2,3720,Hs.269059,1,/bonemarrow,bonemarrow
ENSG00000070495,17,76712832,-1,q25.1,JMJD6,23210,Hs.514505,1,/bonemarrow,bonemarrow
ENSG00000130522,19,18279760,-1,p13.11,JUND,3727,Hs.2780,1,/bonemarrow,bonemarrow
ENSG00000231880,11,47577725,1,p11.2,KF459542.1,,,1,/bonemarrow,bonemarrow
ENSG00000137807,15,69414246,1,q23,KIF23,9493,Hs.270845,1,/bonemarrow,bonemarrow
ENSG00000174010,X,23983720,-1,p22.11,KLHL15,80311,Hs.495854,1,/bonemarrow,bonemarrow
ENSG00000143669,1,235661041,-1,q42.3,LYST,1130,Hs.532411,1,/bonemarrow,bonemarrow
ENSG00000107968,10,30433937,1,p11.23,MAP3K8,1326,Hs.663033,1,/bonemarrow,bonemarrow
ENSG00000073111,3,127598223,1,q21.3,MCM2,4171,Hs.477481,1,/bonemarrow,bonemarrow
ENSG00000109736,4,2930561,-1,p16.3,MFSD10,10227,Hs.632581,1,/bonemarrow,bonemarrow
ENSG00000188786,1,37809567,-1,p34.3,MTF1,4520,Hs.471991,1,/bonemarrow,bonemarrow
ENSG00000213347,5,177301461,-1,q35.3,MXD3,83463,Hs.743332,1,/bonemarrow,bonemarrow
ENSG00000100365,22,36860988,1,q12.3,NCF4,4689,Hs.474781,1,/bonemarrow,bonemarrow
ENSG00000165030,9,91409045,-1,q22.31,NFIL3,4783,Hs.79334,1,/bonemarrow,bonemarrow
ENSG00000100906,14,35401511,-1,q13.2,NFKBIA,4792,Hs.81328,1,/bonemarrow,bonemarrow
ENSG00000167604,19,35887653,-1,q13.12,NFKBID,84807,Hs.466531,1,/bonemarrow,bonemarrow
ENSG00000144802,3,101827991,1,q12.3,NFKBIZ,64332,Hs.319171,1,/bonemarrow,bonemarrow
ENSG00000167207,16,50693588,1,q12.1,NOD2,64127,Hs.592072,1,/bonemarrow,bonemarrow
ENSG00000172208,11,48245056,1,p11.2,OR4X2,119764,Hs.553565,1,/bonemarrow,bonemarrow
ENSG00000184698,11,5383812,1,p15.4,OR51M1,390059,Hs.553731,1,/bonemarrow,bonemarrow
ENSG00000176742,11,5199735,-1,p15.4,OR51V1,283111,Hs.553670,1,/bonemarrow,bonemarrow
ENSG00000197790,11,4545191,1,p15.4,OR52M1,119772,Hs.553567,1,/bonemarrow,bonemarrow
ENSG00000196171,1,158699678,-1,q23.1,OR6K2,81448,Hs.554489,1,/bonemarrow,bonemarrow
ENSG00000184588,1,65792514,1,p31.3,PDE4B,5142,Hs.198072,1,/bonemarrow,bonemarrow
ENSG00000113448,5,58969038,-1,q12.1,PDE4D,5144,Hs.117545,1,/bonemarrow,bonemarrow
ENSG00000165650,10,117277274,-1,q26.11,PDZD8,118987,Hs.501149,1,/bonemarrow,bonemarrow
ENSG00000197329,2,64092652,-1,p14,PELI1,57162,Hs.7886,1,/bonemarrow,bonemarrow
ENSG00000229833,19,7629737,1,p13.2,PET100,100131801,Hs.728837,1,/bonemarrow,bonemarrow
ENSG00000121316,12,14503661,-1,p13.1,PLBD1,79887,Hs.131933,1,/bonemarrow,bonemarrow
ENSG00000173846,1,44800225,1,p34.1,PLK3,1263,Hs.632415,1,/bonemarrow,bonemarrow
ENSG00000141682,18,59899948,1,q21.32,PMAIP1,5366,Hs.96,1,/bonemarrow,bonemarrow
ENSG00000198805,14,20468954,1,q11.2,PNP,4860,Hs.75514,1,/bonemarrow,bonemarrow
ENSG00000177084,12,132623753,-1,q24.33,POLE,5426,Hs.524871,1,/bonemarrow,bonemarrow
ENSG00000087074,19,48872392,1,q13.33,PPP1R15A,23645,Hs.631593,1,/bonemarrow,bonemarrow
ENSG00000171522,5,40679498,1,p13.1,PTGER4,5734,Hs.199248,1,/bonemarrow,bonemarrow
ENSG00000132334,10,127907061,1,q26.2,PTPRE,5791,Hs.127022,1,/bonemarrow,bonemarrow
ENSG00000118508,6,146543693,1,q24.3,RAB32,10981,Hs.287714,1,/bonemarrow,bonemarrow
ENSG00000255587,6,36697810,1,p21.2,RAB44,401258,Hs.485258,1,/bonemarrow,bonemarrow
ENSG00000162775,1,110338506,1,p13.3,RBM15,64783,Hs.708172,1,/bonemarrow,bonemarrow
ENSG00000268154,1,154950210,-1,q21.3,RF00017,,,1,/bonemarrow,bonemarrow
ENSG00000183688,17,439978,-1,p13.3,RFLNB,359845,Hs.723693,1,/bonemarrow,bonemarrow
ENSG00000177105,11,3826978,-1,p15.4,RHOG,391,Hs.501728,1,/bonemarrow,bonemarrow
ENSG00000101782,18,23452823,1,q11.2,RIOK3,8780,Hs.728452,1,/bonemarrow,bonemarrow
ENSG00000104312,8,89757747,1,q21.3,RIPK2,8767,Hs.103755,1,/bonemarrow,bonemarrow
ENSG00000052749,10,97356358,-1,q24.1,RRP12,23223,Hs.434251,1,/bonemarrow,bonemarrow
ENSG00000188655,14,20556093,-1,q11.2,RSE9,390443,Hs.533972,1,/bonemarrow,bonemarrow
ENSG00000111011,12,122503458,-1,q24.31,RSRC2,65117,Hs.432996,1,/bonemarrow,bonemarrow
ENSG00000159216,21,34787801,-1,q22.12,RUNX1,861,Hs.612648,1,/bonemarrow,bonemarrow
ENSG00000144736,3,72749277,-1,p13,SHQ1,55164,Hs.606584,1,/bonemarrow,bonemarrow
ENSG00000183032,14,36678431,-1,q13.3,SLC25A21,89874,Hs.730857,1,/bonemarrow,bonemarrow
ENSG00000072274,3,196027183,-1,q29,TFRC,7037,Hs.529618,1,/bonemarrow,bonemarrow
ENSG00000105329,19,41301587,-1,q13.2,TGFB1,7040,Hs.645227,1,/bonemarrow,bonemarrow
ENSG00000163931,3,53224707,-1,p21.1,TKT,7086,Hs.89643,1,/bonemarrow,bonemarrow
ENSG00000221962,3,152339695,-1,q25.2,TMEM14EP,645843,Hs.632562,1,/bonemarrow,bonemarrow
ENSG00000163444,1,203007386,1,q32.1,TMEM183A,92703,Hs.497443,1,/bonemarrow,bonemarrow
ENSG00000118503,6,137867188,1,q23.3,TNFAIP3,7128,Hs.211600,1,/bonemarrow,bonemarrow
ENSG00000160949,8,144428775,-1,q24.3,TONSL,4796,Hs.675285,1,/bonemarrow,bonemarrow
ENSG00000173334,8,125430321,1,q24.13,TRIB1,10221,Hs.444947,1,/bonemarrow,bonemarrow
ENSG00000142185,21,44350163,1,q22.3,TRPM2,7226,Hs.369759,1,/bonemarrow,bonemarrow
ENSG00000100300,22,43151514,1,q13.2,TSPO,706,Hs.202,1,/bonemarrow,bonemarrow
ENSG00000183696,7,48088628,1,p12.3,UPP1,7378,Hs.488240,1,/bonemarrow,bonemarrow
ENSG00000139190,12,6462237,-1,p13.31,VAMP1,6843,Hs.20021,1,/bonemarrow,bonemarrow
ENSG00000169155,9,126805006,1,q33.3,ZBTB43,23099,Hs.355581,1,/bonemarrow,bonemarrow
ENSG00000163874,1,37474552,1,p34.3,ZC3H12A,80149,Hs.656294,1,/bonemarrow,bonemarrow
ENSG00000138658,4,112539333,-1,q25,ZGRF1,55345,Hs.713663,1,/bonemarrow,bonemarrow
ENSG00000165244,9,96385941,-1,q22.32,ZNF367,195828,Hs.494557,1,/bonemarrow,bonemarrow
ENSG00000160908,7,99486519,-1,q22.1,ZNF394,84124,Hs.386324,1,/bonemarrow,bonemarrow
ENSG00000197262,,,,,,,,1,/bonemarrow,bonemarrow
ENSG00000233224,,,,,,,,1,/bonemarrow,bonemarrow
ENSG00000267918,,,,,,,,1,/bonemarrow,bonemarrow
ENSG00000269165,,,,,,,,1,/bonemarrow,bonemarrow
ENSG00000268059,,,,,,,,1,/bonemarrow,bonemarrow
ENSG00000269832,,,,,,,,1,/bonemarrow,bonemarrow
ENSG00000268852,,,,,,,,1,/bonemarrow,bonemarrow
ENSG00000215621,,,,,,,,1,/bonemarrow,bonemarrow
ENSG00000124529,,,,,,,,1,/bonemarrow,bonemarrow
ENSG00000203691,,,,,,,,1,/bonemarrow,bonemarrow
ENSG00000075340,2,70607618,-1,p13.3,ADD2,119,Hs.188528,2,/bonemarrow/brain,bonemarrow
ENSG00000263020,6,31666102,1,p21.33,AL662899.2,,,2,/bonemarrow/skin,bonemarrow
ENSG00000158578,X,55009055,-1,p11.21,ALAS2,212,Hs.555936,2,/bonemarrow/placenta,bonemarrow
ENSG00000138772,4,78551519,1,q21.21,ANXA3,306,Hs.480042,2,/bonemarrow/lung,bonemarrow
ENSG00000269891,10,97153045,-1,q24.1,ARHGAP19-SLIT1,100533184,Hs.80305,2,/bonemarrow/brain,bonemarrow
ENSG00000188886,2,96123850,-1,q11.2,ASTL,431705,Hs.447993,2,/bonemarrow/skin,bonemarrow
ENSG00000176597,3,183253244,1,q27.1,B3GNT5,84002,Hs.718506,2,/bonemarrow/esophagus,bonemarrow
ENSG00000109743,4,15702950,1,p15.32,BST1,683,Hs.720344,2,/bonemarrow/duodenum,bonemarrow
ENSG00000187796,9,136361903,-1,q34.3,CARD9,64170,Hs.694071,2,/bonemarrow/spleen,bonemarrow
ENSG00000175305,8,94879770,-1,q22.1,CCNE2,9134,Hs.521693,2,/bonemarrow/testis,bonemarrow
ENSG00000129355,19,10566462,-1,p13.2,CDKN2D,1032,Hs.435051,2,/bonemarrow/brain,bonemarrow
ENSG00000110852,12,9852984,-1,p13.31,CLEC2B,9976,Hs.85201,2,/bonemarrow/skin,bonemarrow
ENSG00000067048,Y,12904108,1,q11.221,DDX3Y,8653,Hs.99120,2,/bonemarrow/testis,bonemarrow
ENSG00000143476,1,212035553,1,q32.3,DTL,51514,Hs.656473,2,/bonemarrow/testis,bonemarrow
ENSG00000110047,11,64851642,-1,q13.1,EHD1,10938,Hs.708818,2,/bonemarrow/testis,bonemarrow
ENSG00000170571,5,50396192,-1,q11.1,EMB,133418,Hs.561411,2,/bonemarrow/duodenum,bonemarrow
ENSG00000187266,19,11377205,-1,p13.2,EPOR,2057,Hs.631624,2,/bonemarrow/thyroid,bonemarrow
ENSG00000174371,1,241847967,1,q43,EXO1,9156,Hs.498248,2,/bonemarrow/tonsil,bonemarrow
ENSG00000244734,11,5225464,-1,p15.4,HBB,3043,Hs.523443,2,/bonemarrow/placenta,bonemarrow
ENSG00000124575,6,26234268,-1,p22.2,HIST1H1D,3007,Hs.136857,2,/bonemarrow/lymphnode,bonemarrow
ENSG00000168298,6,26156354,1,p22.2,HIST1H1E,3008,Hs.248133,2,/bonemarrow/lymphnode,bonemarrow
ENSG00000197409,6,26196840,-1,p22.2,HIST1H3D,8351,Hs.626666,2,/bonemarrow/prostate,bonemarrow
ENSG00000184260,1,149886975,1,q21.2,HIST2H2AC,8338,Hs.408067,2,/bonemarrow/prostate,bonemarrow
ENSG00000136630,1,220879400,1,q41,HLX,3142,Hs.74870,2,/bonemarrow/placenta,bonemarrow
ENSG00000164104,4,173331695,-1,q34.1,HMGB2,3148,Hs.434953,2,/bonemarrow/tonsil,bonemarrow
ENSG00000186792,3,50292831,-1,p21.31,HYAL3,8372,Hs.729310,2,/bonemarrow/testis,bonemarrow
ENSG00000228083,9,21239002,-1,p21.3,IF14,3448,Hs.93907,2,/bonemarrow/kidney,bonemarrow
ENSG00000005961,17,44372180,-1,q21.31,ITGA2B,3674,Hs.411312,2,/bonemarrow/testis,bonemarrow
ENSG00000169896,16,31259967,1,p11.2,ITGAM,3684,Hs.172631,2,/appendices/bonemarrow,bonemarrow
ENSG00000184445,12,122527246,1,q24.31,KNTC1,9735,Hs.689083,2,/bonemarrow/testis,bonemarrow
ENSG00000170442,12,52249300,1,q13.13,KRT86,3892,Hs.733602,2,/bonemarrow/testis,bonemarrow
ENSG00000167613,19,54351384,-1,q13.42,LAIR1,3903,Hs.572535,2,/appendices/bonemarrow,bonemarrow
ENSG00000043462,5,170246237,-1,q35.1,LCP2,3937,Hs.660173,2,/appendices/bonemarrow,bonemarrow
ENSG00000111052,12,80792520,-1,q21.31,LIN7A,8825,Hs.586760,2,/bonemarrow/testis,bonemarrow
ENSG00000257242,12,91984976,-1,q21.33,LINC01619,256021,Hs.651357,2,/bonemarrow/lymphnode,bonemarrow
ENSG00000143797,2,8852690,-1,p25.1,MBOAT2,129642,Hs.593538,2,/bonemarrow/esophagus,bonemarrow
ENSG00000160796,3,46979683,1,p21.31,NBEAL2,23218,Hs.437043,2,/bonemarrow/skin,bonemarrow
ENSG00000162711,1,247416156,1,q44,NLRP3,114548,Hs.159483,2,/appendices/bonemarrow,bonemarrow
ENSG00000086288,7,37848597,1,p14.1,NME8,51314,Hs.723454,2,/bonemarrow/testis,bonemarrow
ENSG00000151014,4,139015789,1,q31.1,NOCT,25819,Hs.656047,2,/bonemarrow/liver,bonemarrow
ENSG00000111696,12,103770453,-1,q23.3,NT5DC3,51559,Hs.48428,2,/bonemarrow/endometrium,bonemarrow
ENSG00000171944,11,5128776,-1,p15.4,OR52A5,390054,Hs.546593,2,/bonemarrow/testis,bonemarrow
ENSG00000180913,11,6128610,1,p15.4,OR56B3P,,,2,/bonemarrow/thyroid,bonemarrow
ENSG00000184792,22,30693782,1,q12.2,OSBP2,23762,Hs.517546,2,/bonemarrow/testis,bonemarrow
ENSG00000145569,5,14581775,1,p15.2,OTULINL,54491,Hs.155085,2,/bonemarrow/colonrectum,bonemarrow
ENSG00000134627,11,94543840,1,q21,PIWIL4,143689,Hs.660188,2,/bonemarrow/testis,bonemarrow
ENSG00000198901,15,90966038,-1,q26.1,PRC1,9055,Hs.366401,2,/bonemarrow/testis,bonemarrow
ENSG00000152229,18,45983536,-1,q21.1,PSTPIP2,9050,Hs.567384,2,/bonemarrow/spleen,bonemarrow
ENSG00000100504,14,50857891,-1,q22.1,PYGL,5836,Hs.282417,2,/bonemarrow/fat,bonemarrow
ENSG00000111247,12,4538798,1,p13.32,RAD51AP1,10635,Hs.730696,2,/bonemarrow/testis,bonemarrow
ENSG00000132819,20,57391407,1,q13.31,RBM38,55544,Hs.236361,2,/bonemarrow/skeletalmuscle,bonemarrow
ENSG00000160957,8,144511288,-1,q24.3,RECQL4,9401,Hs.31442,2,/bonemarrow/testis,bonemarrow
ENSG00000139890,14,22883165,1,q11.2,REM2,161253,Hs.444911,2,/bonemarrow/testis,bonemarrow
ENSG00000175449,5,95646754,1,q15,RFESD,317671,Hs.399758,2,/bonemarrow/testis,bonemarrow
ENSG00000196460,2,101397361,-1,q11.2,RFX8,731220,Hs.662488,2,/bonemarrow/testis,bonemarrow
ENSG00000188672,1,25362249,-1,p36.11,RHCE,6006,Hs.523054,2,/bonemarrow/salivarygland,bonemarrow
ENSG00000187010,1,25272393,1,p36.11,RHD,6007,Hs.449968,2,/bonemarrow/placenta,bonemarrow
ENSG00000042062,20,50586108,-1,q13.13,RIPOR3,140876,Hs.372578,2,/bonemarrow/kidney,bonemarrow
ENSG00000158717,16,88696495,-1,q24.3,RNF166,115992,Hs.513804,2,/bonemarrow/spleen,bonemarrow
ENSG00000169397,14,20891399,1,q11.2,RSE3,6037,Hs.73839,2,/bonemarrow/spleen,bonemarrow
ENSG00000165480,13,21153595,-1,q12.11,SKA3,221150,Hs.88523,2,/bonemarrow/testis,bonemarrow
ENSG00000163393,1,115976498,1,p13.1,SLC22A15,55356,Hs.125482,2,/bonemarrow/skin,bonemarrow
ENSG00000147454,8,23528805,1,p21.2,SLC25A37,51312,Hs.658208,2,/bonemarrow/duodenum,bonemarrow
ENSG00000059804,12,7919230,-1,p13.31,SLC2A3,6515,Hs.419240,2,/bonemarrow/urirybladder,bonemarrow
ENSG00000161888,19,11131520,-1,p13.2,SPC24,147841,Hs.736069,2,/bonemarrow/tonsil,bonemarrow
ENSG00000182557,17,4433688,1,p13.2,SPNS3,201305,Hs.657543,2,/bonemarrow/kidney,bonemarrow
ENSG00000122862,10,69088106,1,q22.1,SRGN,5552,Hs.1908,2,/appendices/bonemarrow,bonemarrow
ENSG00000072786,5,172042073,-1,q35.1,STK10,6793,Hs.744005,2,/bonemarrow/spleen,bonemarrow
ENSG00000162367,1,47216290,-1,p33,TAL1,6886,Hs.737706,2,/bonemarrow/placenta,bonemarrow
ENSG00000112773,6,81491439,-1,q14.1,TENT5A,55603,Hs.10784,2,/bonemarrow/salivarygland,bonemarrow
ENSG00000167900,17,78174075,-1,q25.3,TK1,7083,Hs.515122,2,/bonemarrow/tonsil,bonemarrow
ENSG00000133069,1,205228176,1,q32.1,TMCC2,9911,Hs.6360,2,/bonemarrow/brain,bonemarrow
ENSG00000205269,6,11538278,1,p24.2,TMEM170B,100113407,Hs.146317,2,/bonemarrow/brain,bonemarrow
ENSG00000176890,18,657604,1,p11.32,TYMS,7298,Hs.369762,2,/bonemarrow/tonsil,bonemarrow
ENSG00000011600,19,35904401,-1,q13.12,TYROBP,7305,Hs.515369,2,/bonemarrow/spleen,bonemarrow
ENSG00000092929,17,75827225,-1,q25.1,UNC13D,201294,Hs.41045,2,/bonemarrow/spleen,bonemarrow
ENSG00000100749,14,96797304,1,q32.2,VRK1,7443,Hs.422662,2,/bonemarrow/testis,bonemarrow
ENSG00000143185,1,168540765,-1,q24.2,XCL2,6846,Hs.458346,2,/bonemarrow/spleen,bonemarrow
ENSG00000180667,1,207043849,-1,q32.1,YOD1,55432,Hs.745490,2,/bonemarrow/esophagus,bonemarrow
ENSG00000257040,,,,,,,,2,/bonemarrow/colonrectum,bonemarrow
ENSG00000203813,,,,,,,,2,/bonemarrow/colonrectum,bonemarrow
ENSG00000217075,,,,,,,,2,/bonemarrow/duodenum,bonemarrow
ENSG00000215298,,,,,,,,2,/bonemarrow/duodenum,bonemarrow
ENSG00000205020,,,,,,,,2,/bonemarrow/gallbladder,bonemarrow
ENSG00000129277,,,,,,,,2,/bonemarrow/liver,bonemarrow
ENSG00000006075,,,,,,,,2,/bonemarrow/liver,bonemarrow
ENSG00000269494,,,,,,,,2,/bonemarrow/skeletalmuscle,bonemarrow
ENSG00000205147,,,,,,,,2,/bonemarrow/skin,bonemarrow
ENSG00000269089,,,,,,,,2,/bonemarrow/testis,bonemarrow
ENSG00000237683,,,,,,,,2,/bonemarrow/testis,bonemarrow
ENSG00000186400,,,,,,,,2,/bonemarrow/testis,bonemarrow
ENSG00000151651,10,133262403,-1,q26.3,ADAM8,101,Hs.501574,3,/appendices/bonemarrow/spleen,bonemarrow
ENSG00000128271,22,24417879,1,q11.23,ADORA2A,135,Hs.197029,3,/appendices/bonemarrow/lymphnode,bonemarrow
ENSG00000132965,13,30713478,1,q12.3,ALOX5AP,241,Hs.507658,3,/bonemarrow/lung/tonsil,bonemarrow
ENSG00000066279,1,197084128,-1,q31.3,ASPM,259266,Hs.121028,3,/bonemarrow/lymphnode/tonsil,bonemarrow
ENSG00000104043,15,49858238,-1,q21.2,ATP8B4,79895,Hs.511311,3,/bonemarrow/endometrium/placenta,bonemarrow
ENSG00000187997,17,78146353,1,q25.3,C17orf99,100141515,Hs.633034,3,/bonemarrow/lymphnode/tonsil,bonemarrow
ENSG00000214212,19,10836575,1,p13.2,C19orf38,255809,Hs.440535,3,/appendices/bonemarrow/spleen,bonemarrow
ENSG00000112149,6,14117256,1,p23,CD83,9308,Hs.595133,3,/bonemarrow/lymphnode/tonsil,bonemarrow
ENSG00000105352,19,41618971,-1,q13.2,CEACAM4,1089,Hs.12,3,/appendices/bonemarrow/spleen,bonemarrow
ENSG00000138778,4,103105806,-1,q24,CENPE,1062,Hs.75573,3,/bonemarrow/lymphnode/tonsil,bonemarrow
ENSG00000133063,1,203212827,-1,q32.1,CHIT1,1118,Hs.201688,3,/bonemarrow/lung/lymphnode,bonemarrow
ENSG00000077984,20,24949230,1,p11.21,CST7,8530,Hs.143212,3,/bonemarrow/lymphnode/spleen,bonemarrow
ENSG00000166947,15,43197227,-1,q15.2,EPB42,2038,Hs.368642,3,/bonemarrow/fat/testis,bonemarrow
ENSG00000102145,X,48786554,1,p11.23,GATA1,2623,Hs.765,3,/bonemarrow/lung/placenta,bonemarrow
ENSG00000196747,6,27808199,1,p22.1,HIST1H2AI,8329,Hs.534035,3,/bonemarrow/colonrectum/stomach,bonemarrow
